## 1.1.1
## assembly	: /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/renamed_Tethya_minuta_all_LRScaf_2.fasta
## coverage	 bam0 - /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/sorted_scaffolds.bam
## taxonomy	 tax0 - /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/copy_megablast.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
Scaffolds_799	10554	0.4203	0	0.0	no-hit	0.0	0
Scaffolds_800	6706	0.7613	0	0.0	no-hit	0.0	0
Scaffolds_801	8680	0.6058	0	0.0	undef	4030.0	0
Scaffolds_802	9636	0.5604	0	0.0	undef	542.0	0
Scaffolds_803	14029	0.5939	0	0.0	undef	717.0	0
Scaffolds_804	5943	0.4309	0	0.0	no-hit	0.0	0
Scaffolds_805	8012	0.6167	0	0.0	undef	3910.0	0
Scaffolds_806	4206	0.6384	0	0.0	no-hit	0.0	0
Scaffolds_807	14331	0.3924	0	0.0	no-hit	0.0	0
Scaffolds_808	21934	0.3651	0	0.0	undef	2180.0	0
Scaffolds_809	13756	0.5771	0	0.0	undef	5827.0	0
Scaffolds_810	12631	0.5829	0	0.0	undef	209.0	0
Scaffolds_811	10486	0.5833	0	0.0	undef	172.0	0
Scaffolds_812	6343	0.3788	0	0.0	no-hit	0.0	0
Scaffolds_813	5780	0.6308	0	0.0	undef	514.0	0
Scaffolds_814	851675	0.3835	0	21.7993	no-hit	0.0	0
Scaffolds_815	3444	0.3339	0	0.0	no-hit	0.0	0
Scaffolds_816	4512	0.3398	0	0.0	undef	2226.0	0
Scaffolds_817	9762	0.6118	0	0.0	undef	2287.0	0
Scaffolds_818	3371	0.6583	0	0.0	undef	285.0	0
Scaffolds_819	17309	0.493	0	0.0	no-hit	0.0	0
Scaffolds_820	25023	0.5869	0	0.0	undef	4643.0	0
Scaffolds_821	4886	0.6474	0	0.0	undef	244.0	0
Scaffolds_822	1207315	0.4518	0	0.0138	undef	2796.0	0
Scaffolds_823	21959	0.6371	0	0.0	undef	357.0	0
Scaffolds_824	15944	0.5989	0	0.0	undef	7522.0	0
Scaffolds_825	11013	0.5608	0	0.0	undef	5670.0	0
Scaffolds_826	8024	0.5451	0	0.0	no-hit	0.0	0
Scaffolds_827	461187	0.4761	0	0.0	undef	370.0	0
Scaffolds_828	6186	0.3332	0	0.0	undef	776.0	0
Scaffolds_829	8349	0.3774	0	0.0	undef	147.0	0
Scaffolds_830	57414	0.3911	0	0.0096	undef	603.0	0
Scaffolds_831	5329	0.6211	0	0.0	no-hit	0.0	0
Scaffolds_832	31210	0.3462	0	0.0	undef	2543.0	0
Scaffolds_833	20848	0.4895	0	0.0	no-hit	0.0	0
Scaffolds_834	26287	0.3507	0	0.014	no-hit	0.0	0
Scaffolds_835	8846	0.4691	0	0.0	no-hit	0.0	0
Scaffolds_836	9925	0.6144	0	0.0	undef	357.0	0
Scaffolds_837	5309	0.3665	0	0.0	undef	348.0	0
Scaffolds_838	3122	0.2329	0	0.0	no-hit	0.0	0
Scaffolds_839	10961	0.3657	0	0.0	undef	2224.0	0
Scaffolds_840	171420	0.4712	0	0.0	undef	226.0	0
Scaffolds_841	2616	0.263	0	0.0	no-hit	0.0	0
Scaffolds_842	11017	0.3685	0	0.0	undef	1105.0	0
Scaffolds_843	18372	0.4217	0	0.0	no-hit	0.0	0
Scaffolds_844	34432	0.6039	0	0.0	undef	169.0	0
Scaffolds_845	8813	0.4687	0	0.0	no-hit	0.0	0
Scaffolds_846	6518	0.3656	0	0.0	no-hit	0.0	0
Scaffolds_847	25914	0.6167	0	0.0	undef	318.0	0
Scaffolds_848	61915	0.3775	0	60.4361	no-hit	0.0	0
Scaffolds_849	19320	0.3925	0	0.4135	no-hit	0.0	0
Scaffolds_850	12907	0.3626	0	0.0	undef	1578.0	0
Scaffolds_851	10477	0.3725	0	2.1825	no-hit	0.0	0
Scaffolds_852	44261	0.4276	0	0.0	undef	348.0	0
Scaffolds_853	7738	0.4213	0	0.0	no-hit	0.0	0
Scaffolds_854	42364	0.6716	0	0.0043	no-hit	0.0	0
Scaffolds_855	23335	0.5909	0	0.0	undef	1158.0	0
Scaffolds_856	5195	0.4483	0	0.0	no-hit	0.0	0
Scaffolds_857	5053	0.5357	0	0.0	no-hit	0.0	0
Scaffolds_858	20521	0.3829	0	20.9606	no-hit	0.0	0
Scaffolds_859	3989	0.6182	0	0.0	no-hit	0.0	0
Scaffolds_860	8654	0.5913	0	0.0	undef	2187.0	0
Scaffolds_861	7625	0.6749	0	0.0	no-hit	0.0	0
Scaffolds_862	6001	0.6054	0	0.0	no-hit	0.0	0
Scaffolds_863	30375	0.5525	0	0.0	undef	207.0	0
Scaffolds_864	7896	0.7042	0	0.0	no-hit	0.0	0
Scaffolds_865	5319	0.6024	0	0.0	undef	540.0	0
Scaffolds_866	6088	0.5664	0	0.0	no-hit	0.0	0
Scaffolds_867	105073	0.3781	0	15.6912	undef	196.0	0
Scaffolds_868	392066	0.3911	0	26.2096	undef	427.0	0
Scaffolds_869	6168	0.5955	0	0.0	undef	2250.0	0
Scaffolds_870	8087	0.3885	0	0.0	no-hit	0.0	0
Scaffolds_871	4422	0.5274	0	0.0	no-hit	0.0	0
Scaffolds_872	5994	0.6078	0	0.0	no-hit	0.0	0
Scaffolds_873	9462	0.3229	0	0.0	undef	427.0	0
Scaffolds_874	104625	0.5888	0	0.0	undef	405.0	0
Scaffolds_875	14476	0.412	0	0.0	undef	520.0	0
Scaffolds_876	51581	0.5546	0	0.0	undef	4067.0	0
Scaffolds_877	771878	0.5874	0	0.0	undef	1437.0	0
Scaffolds_878	4258	0.3398	0	0.0	undef	1749.0	0
Scaffolds_879	18191	0.5231	0	0.0	no-hit	0.0	0
Scaffolds_880	32862	0.3789	0	3.0264	no-hit	0.0	0
Scaffolds_881	6887	0.6011	0	0.0	undef	4678.0	0
Scaffolds_882	7027	0.3851	0	0.0	no-hit	0.0	0
Scaffolds_883	15387	0.3745	0	1.5398	no-hit	0.0	0
Scaffolds_884	9783	0.4536	0	0.0	no-hit	0.0	0
Scaffolds_885	105712	0.4844	0	0.0	undef	292.0	0
Scaffolds_886	11095	0.4115	0	0.0	no-hit	0.0	0
Scaffolds_887	20713	0.4428	0	0.0	no-hit	0.0	0
Scaffolds_888	12563	0.4715	0	0.0	no-hit	0.0	0
Scaffolds_889	9560	0.6574	0	0.0	undef	359.0	0
Scaffolds_890	8944	0.7147	0	0.0	no-hit	0.0	0
Scaffolds_891	5354	0.4836	0	0.0	no-hit	0.0	0
Scaffolds_892	5556	0.3427	0	0.0	undef	281.0	0
Scaffolds_893	11370	0.3907	0	0.0	no-hit	0.0	0
Scaffolds_894	6496	0.6332	0	0.0	no-hit	0.0	0
Scaffolds_895	39947	0.4069	0	0.0	no-hit	0.0	0
Scaffolds_896	15726	0.4852	0	0.0	undef	161.0	0
Scaffolds_897	4742	0.4878	0	0.0	no-hit	0.0	0
Scaffolds_898	16099	0.5674	0	0.0	no-hit	0.0	0
Scaffolds_899	53290	0.584	0	0.0	undef	5546.0	0
Scaffolds_900	41337	0.3846	0	2.2837	no-hit	0.0	0
Scaffolds_901	21093	0.4186	0	0.0	undef	499.0	0
Scaffolds_902	8678	0.3827	0	0.0	no-hit	0.0	0
Scaffolds_903	7053	0.4483	0	0.0	no-hit	0.0	0
Scaffolds_904	6633	0.4116	0	0.0	no-hit	0.0	0
Scaffolds_905	7474	0.493	0	0.0	no-hit	0.0	0
Scaffolds_906	5249	0.3492	0	0.0	undef	355.0	0
Scaffolds_907	4974	0.3906	0	0.0	no-hit	0.0	0
Scaffolds_908	14125	0.6927	0	0.0	undef	568.0	0
Scaffolds_909	29325	0.5576	0	0.0	undef	1142.0	0
Scaffolds_910	12181	0.5736	0	0.0	no-hit	0.0	0
Scaffolds_911	17379	0.6676	0	0.0	undef	207.0	0
Scaffolds_912	8220	0.3689	0	0.0	undef	2292.0	0
Scaffolds_913	14852	0.4333	0	0.0	no-hit	0.0	0
Scaffolds_914	194764	0.3796	0	14.3066	no-hit	0.0	0
Scaffolds_915	56904	0.4591	0	0.0	undef	163.0	0
Scaffolds_916	23304	0.3817	0	0.0	undef	172.0	0
Scaffolds_917	37883	0.6627	0	0.0	undef	272.0	0
Scaffolds_918	6557	0.3195	0	0.0	undef	250.0	0
Scaffolds_919	18351	0.3597	0	0.0	undef	1923.0	0
Scaffolds_920	7116	0.345	0	0.0	undef	737.0	0
Scaffolds_921	20530	0.517	0	0.0	undef	852.0	0
Scaffolds_922	9830	0.5162	0	0.0	undef	152.0	0
Scaffolds_923	10006	0.6937	0	0.0	no-hit	0.0	0
Scaffolds_924	6965	0.3352	0	0.0	no-hit	0.0	0
Scaffolds_925	14182	0.3518	0	0.0	undef	1681.0	0
Scaffolds_926	14987	0.5084	0	0.0	undef	525.0	0
Scaffolds_927	5742	0.3871	0	3.3585	no-hit	0.0	0
Scaffolds_928	11751	0.4189	0	0.0	no-hit	0.0	0
Scaffolds_929	74792	0.604	0	0.0	undef	2257.0	0
Scaffolds_930	10938	0.3827	0	0.0	undef	1079.0	0
Scaffolds_931	13604	0.6073	0	0.0	undef	414.0	0
Scaffolds_932	5043	0.6744	0	0.0	undef	172.0	0
Scaffolds_933	9125	0.3628	0	0.0	undef	496.0	0
Scaffolds_934	43225	0.5773	0	0.0	undef	152.0	0
Scaffolds_935	23089	0.4872	0	0.0	no-hit	0.0	0
Scaffolds_936	6639	0.5493	0	0.0	undef	1109.0	0
Scaffolds_937	5783	0.3699	0	0.0	no-hit	0.0	0
Scaffolds_938	4508	0.3831	0	0.0	undef	1138.0	0
Scaffolds_939	9575	0.5765	0	0.0	undef	3317.0	0
Scaffolds_940	2190704	0.6943	0	0.0045	undef	3151.0	0
Scaffolds_941	30778	0.3777	0	0.0	no-hit	0.0	0
Scaffolds_942	5355	0.6373	0	0.0	undef	424.0	0
Scaffolds_943	4742	0.6094	0	0.0	no-hit	0.0	0
Scaffolds_944	7955	0.607	0	0.0	undef	4460.0	0
Scaffolds_945	4938	0.6134	0	0.0	no-hit	0.0	0
Scaffolds_946	6005	0.3077	0	0.0	no-hit	0.0	0
Scaffolds_947	78867	0.6061	0	0.0	undef	682.0	0
Scaffolds_948	65955	0.6042	0	0.0	undef	34635.0	0
Scaffolds_949	12696	0.5534	0	0.0	undef	145.0	0
Scaffolds_950	6721	0.3669	0	0.0	no-hit	0.0	0
Scaffolds_951	18860	0.3543	0	0.0	undef	859.0	0
Scaffolds_952	364443	0.6377	0	0.0038	undef	1260.0	0
Scaffolds_953	15327	0.3426	0	0.0	undef	2078.0	0
Scaffolds_954	4789	0.4876	0	0.0	no-hit	0.0	0
Scaffolds_955	12521	0.4432	0	0.0	no-hit	0.0	0
Scaffolds_956	14830	0.4703	0	0.0	no-hit	0.0	0
Scaffolds_957	7945	0.5358	0	0.0	undef	763.0	0
Scaffolds_958	4696	0.5581	0	0.0	undef	169.0	0
Scaffolds_959	5100	0.3869	0	0.0	no-hit	0.0	0
Scaffolds_960	4568	0.4475	0	0.0	no-hit	0.0	0
Scaffolds_961	734429	0.6997	0	0.0034	undef	2551.0	0
Scaffolds_962	26670	0.5357	0	0.0	no-hit	0.0	0
Scaffolds_963	14657	0.3613	0	0.0	undef	643.0	0
Scaffolds_964	7326	0.3774	0	0.0	undef	1027.0	0
Scaffolds_965	21368	0.5308	0	0.0	no-hit	0.0	0
Scaffolds_966	10744	0.3499	0	0.0	undef	941.0	0
Scaffolds_967	5223	0.6295	0	0.0	no-hit	0.0	0
Scaffolds_968	5200	0.581	0	0.0	undef	1814.0	0
Scaffolds_969	14665	0.3591	0	0.0	undef	928.0	0
Scaffolds_970	3394	0.5301	0	0.0	no-hit	0.0	0
Scaffolds_971	10742	0.3786	0	18.2857	no-hit	0.0	0
Scaffolds_972	10761	0.386	0	0.9046	no-hit	0.0	0
Scaffolds_973	43652	0.6862	0	0.0	undef	1648.0	0
Scaffolds_974	17380	0.589	0	0.0	undef	6661.0	0
Scaffolds_975	11238	0.3385	0	0.0	undef	521.0	0
Scaffolds_976	12528	0.3581	0	0.0	undef	785.0	0
Scaffolds_977	7787	0.3896	0	0.5661	no-hit	0.0	0
Scaffolds_978	5410	0.5246	0	0.0	no-hit	0.0	0
Scaffolds_979	52406	0.4269	0	0.0	no-hit	0.0	0
Scaffolds_980	21367	0.267	0	0.0	no-hit	0.0	0
Scaffolds_981	151557	0.6887	0	0.0	undef	5110.0	0
Scaffolds_982	131873	0.3955	0	27.6815	no-hit	0.0	0
Scaffolds_983	10416	0.3471	0	0.0	undef	169.0	0
Scaffolds_984	276524	0.6723	0	0.0	undef	1572.0	0
Scaffolds_985	16279	0.3413	0	0.0	no-hit	0.0	0
Scaffolds_986	26647	0.5461	0	0.0	undef	3960.0	0
Scaffolds_987	67846	0.3754	0	4.782	no-hit	0.0	0
Scaffolds_988	227786	0.5953	0	0.0	undef	7522.0	0
Scaffolds_989	7202	0.3685	0	0.0	undef	1690.0	0
Scaffolds_990	15371	0.6302	0	0.0	undef	3528.0	0
Scaffolds_991	9209	0.3614	0	0.0	undef	1149.0	0
Scaffolds_992	16653	0.3604	0	0.0	undef	830.0	0
Scaffolds_993	8134	0.5757	0	0.0226	undef	357.0	0
Scaffolds_994	13653	0.3701	0	14.925	no-hit	0.0	0
Scaffolds_995	5084	0.3582	0	0.0	no-hit	0.0	0
Scaffolds_996	7962	0.3652	0	0.0	no-hit	0.0	0
Scaffolds_997	4797	0.3667	0	0.0	no-hit	0.0	0
Scaffolds_998	103824	0.6184	0	0.0	undef	1094.0	0
Scaffolds_999	4570	0.6352	0	0.0	no-hit	0.0	0
Scaffolds_1000	9834	0.61	0	0.0	no-hit	0.0	0
Scaffolds_1001	4445	0.6331	0	0.0	no-hit	0.0	0
Scaffolds_1002	4629	0.3746	0	0.0	no-hit	0.0	0
Scaffolds_1003	5862	0.7247	0	0.0	no-hit	0.0	0
Scaffolds_1004	14993	0.3984	0	0.0245	no-hit	0.0	0
Scaffolds_1005	10773	0.3567	0	0.0	undef	1749.0	0
Scaffolds_1006	6908	0.7587	0	0.0	no-hit	0.0	0
Scaffolds_1007	13975	0.4748	0	0.0	no-hit	0.0	0
Scaffolds_1008	7990	0.3439	0	0.0	no-hit	0.0	0
Scaffolds_1009	14825	0.2142	0	0.0	no-hit	0.0	0
Scaffolds_1010	6278	0.3726	0	1.4188	no-hit	0.0	0
Scaffolds_1011	9039	0.5953	0	0.0	undef	315.0	0
Scaffolds_1012	9635	0.5812	0	0.0	no-hit	0.0	0
Scaffolds_1013	32210	0.5844	0	0.0	undef	4104.0	0
Scaffolds_1014	7549	0.6906	0	0.0	undef	695.0	0
Scaffolds_1015	4975	0.3855	0	0.0	no-hit	0.0	0
Scaffolds_1016	27895	0.4739	0	0.0	no-hit	0.0	0
Scaffolds_1017	55886	0.4825	0	0.0	no-hit	0.0	0
Scaffolds_1018	1467593	0.3837	0	0.0442	undef	2067.0	0
Scaffolds_1019	6143	0.3433	0	0.0	undef	176.0	0
Scaffolds_1020	11958	0.5975	0	0.0	undef	2663.0	0
Scaffolds_1021	4819	0.3578	0	0.0	no-hit	0.0	0
Scaffolds_1022	5704	0.6182	0	0.0	undef	3459.0	0
Scaffolds_1023	6838	0.3383	0	0.0	undef	697.0	0
Scaffolds_1024	49710	0.4784	0	0.0	no-hit	0.0	0
Scaffolds_1025	13292	0.6722	0	0.0	undef	959.0	0
Scaffolds_1026	5678	0.5824	0	0.0	undef	357.0	0
Scaffolds_1027	6120	0.5639	0	0.0	no-hit	0.0	0
Scaffolds_1028	5729	0.5479	0	0.0	no-hit	0.0	0
Scaffolds_1029	14149	0.5075	0	0.0	undef	1077.0	0
Scaffolds_1030	7122	0.5987	0	0.0	undef	272.0	0
Scaffolds_1031	10068	0.5589	0	0.0	undef	337.0	0
Scaffolds_1032	6315	0.3569	0	0.0	undef	3055.0	0
Scaffolds_1033	7141	0.6407	0	0.0	undef	296.0	0
Scaffolds_1034	4989	0.3476	0	0.0	no-hit	0.0	0
Scaffolds_1035	43280	0.3766	0	1.7632	no-hit	0.0	0
Scaffolds_1036	7965	0.3557	0	0.0	no-hit	0.0	0
Scaffolds_1037	19849	0.3748	0	8.818	no-hit	0.0	0
Scaffolds_1038	6720	0.3753	0	0.0	undef	1919.0	0
Scaffolds_1039	6137	0.3942	0	0.1197	no-hit	0.0	0
Scaffolds_1040	4328674	0.3912	0	37.6494	undef	979.0	0
Scaffolds_1041	5488	0.7044	0	0.0	no-hit	0.0	0
Scaffolds_1042	27880	0.3628	0	0.0198	no-hit	0.0	0
