## 1.1.1								
## assembly	: /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/renamed_Tethya_minuta_all_LRScaf_2.fasta							
## coverage	 bam0 - /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/sorted_mapped_short_reads_Tethya_minuta.bam							
## taxonomy	 tax0 - /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/modified_megablast.out							
## nodesDB	: None							
## taxrule	: bestsum							
## min_score	: 0.0							
## min_diff	: 0.0							
## tax_collision_random	: False							
##								
scaffold	length	GC_raw	N	coverage	phylum.t.6s	phylum.s.7s	phylum.c.8	GC
Scaffolds_699	11805	0.5856	0	4.103	Proteobacteria	7343	0	58.56
Scaffolds_700	6365	0.502	0	0	no-hit	0	0	50.2
Scaffolds_701	7656	0.3883	0	0.1707	no-hit	0	0	38.83
Scaffolds_702	35142	0.4331	0	0.0579	no-hit	0	0	43.31
Scaffolds_703	4383	0.3279	0	0	Bacteroidetes	147	0	32.79
Scaffolds_704	5017	0.4786	0	0.0289	Proteobacteria	4329	0	47.86
Scaffolds_705	7061	0.3604	0	0.0411	Bacteroidetes	405	0	36.04
Scaffolds_706	26515	0.4039	0	5.839	no-hit	0	0	40.39
Scaffolds_707	5121	0.3673	0	0.0284	Bacteroidetes	699	0	36.73
Scaffolds_708	11057	0.5978	0	3.7304	Proteobacteria	5936	0	59.78
Scaffolds_709	5803	0.4953	0	0.1377	no-hit	0	0	49.53
Scaffolds_710	1587595	0.3864	0	19.8822	Chordata	150	0	38.64
Scaffolds_711	18254	0.3595	0	0.0398	Bacteroidetes	1057	0	35.95
Scaffolds_712	9339	0.6298	0	0.1089	Proteobacteria	671	0	62.98
Scaffolds_713	7756	0.4876	0	2.865	no-hit	0	0	48.76
Scaffolds_714	107867	0.3853	0	20.3545	no-hit	0	0	38.53
Scaffolds_715	4915	0.6578	0	0.0295	no-hit	0	0	65.78
Scaffolds_716	7016	0.7279	0	1.211	Proteobacteria	1057	0	72.79
Scaffolds_717	40682	0.3556	0	0.0393	Bacteroidetes	1653	0	35.56
Scaffolds_718	8466	0.3564	0	0.0257	Bacteroidetes	963	0	35.64
Scaffolds_719	58767	0.3806	0	26.1989	no-hit	0	0	38.06
Scaffolds_720	6159	0.3661	0	0	no-hit	0	0	36.61
Scaffolds_721	4921	0.5767	0	5.1058	Proteobacteria	1037	0	57.67
Scaffolds_722	13361	0.3592	0	0.0652	Bacteroidetes	761	0	35.92
Scaffolds_723	9084	0.5935	0	4.3967	Proteobacteria	2758	0	59.35
Scaffolds_724	7977	0.6718	0	0.1092	no-hit	0	0	67.18
Scaffolds_725	5247	0.3726	0	0	no-hit	0	0	37.26
Scaffolds_726	51999	0.4544	0	3.6491	Bacteria-undef	1914	0	45.44
Scaffolds_727	19887	0.5822	0	4.1189	Proteobacteria	8159	0	58.22
Scaffolds_728	14869	0.6367	0	0.0244	Proteobacteria	427	0	63.67
Scaffolds_729	5771	0.3388	0	5.1087	no-hit	0	0	33.88
Scaffolds_730	12936	0.3806	0	0.0281	Bacteroidetes	3059	0	38.06
Scaffolds_731	22677	0.381	0	0.9254	Bacteroidetes	7502	0	38.1
Scaffolds_732	14783	0.4245	0	3.0996	no-hit	0	0	42.45
Scaffolds_733	146140	0.3787	0	25.1512	Porifera	171	0	37.87
Scaffolds_734	9368	0.3481	0	0.062	Bacteroidetes	399	0	34.81
Scaffolds_735	15583	0.3497	0	0.0093	no-hit	0	0	34.97
Scaffolds_736	19610	0.5886	0	2.7032	Proteobacteria	784	0	58.86
Scaffolds_737	17028	0.4386	0	0.0171	no-hit	0	0	43.86
Scaffolds_738	10014	0.3543	0	3.0384	no-hit	0	0	35.43
Scaffolds_739	6353	0.626	0	0	Actinobacteria	324	0	62.6
Scaffolds_740	5063	0.6196	0	0.0574	Proteobacteria	191	0	61.96
Scaffolds_741	12481	0.2105	0	1.0764	no-hit	0	0	21.05
Scaffolds_742	101391	0.5877	0	2.5547	Proteobacteria	405	0	58.77
Scaffolds_743	32275	0.6783	0	8.5386	no-hit	0	0	67.83
Scaffolds_744	1224589	0.3966	0	20.5178	Chordata	987	0	39.66
Scaffolds_745	26481	0.4274	0	4.1298	no-hit	0	0	42.74
Scaffolds_746	1482276	0.3898	0	21.1508	Chordata	220	0	38.98
Scaffolds_747	22085	0.4791	0	2.808	no-hit	0	0	47.91
Scaffolds_748	12062	0.6255	0	0.7405	Proteobacteria	167	0	62.55
Scaffolds_749	9550	0.5941	0	4.4179	Proteobacteria	2939	0	59.41
Scaffolds_750	7614	0.3541	0	38.1779	no-hit	0	0	35.41
Scaffolds_751	19523	0.3872	0	26.5838	no-hit	0	0	38.72
Scaffolds_752	23705	0.4293	0	3.8445	Proteobacteria	584	0	42.93
Scaffolds_753	4768	0.5682	0	4.1426	Proteobacteria	3144	0	56.82
Scaffolds_754	85006	0.3787	0	48.0085	no-hit	0	0	37.87
Scaffolds_755	19037	0.3828	0	0.1183	Chlamydiae	135	0	38.28
Scaffolds_756	5917	0.3821	0	3.1541	no-hit	0	0	38.21
Scaffolds_757	21815	0.4484	0	7.7827	Proteobacteria	169	0	44.84
Scaffolds_758	432387	0.3923	0	25.5075	Chordata	148	0	39.23
Scaffolds_759	13756	0.3742	0	0.1056	Bacteroidetes	1733	0	37.42
Scaffolds_760	34065	0.6935	0	8.0068	Proteobacteria	1182	0	69.35
Scaffolds_761	36796	0.4802	0	3.0195	no-hit	0	0	48.02
Scaffolds_762	9230	0.3668	0	0.0315	Bacteroidetes	401	0	36.68
Scaffolds_763	14419	0.3486	0	0.0353	Bacteroidetes	1744	0	34.86
Scaffolds_764	12867	0.4866	0	3.104	no-hit	0	0	48.66
Scaffolds_765	16052	0.3866	0	16.1502	no-hit	0	0	38.66
Scaffolds_766	24543	0.3764	0	0.1184	Chlamydiae	684	0	37.64
Scaffolds_767	8148	0.5556	0	4.1888	Proteobacteria	791	0	55.56
Scaffolds_768	7709	0.3545	0	0.0377	no-hit	0	0	35.45
Scaffolds_769	8968	0.3584	0	0.0162	Bacteroidetes	1140	0	35.84
Scaffolds_770	4520	0.4035	0	1.8476	no-hit	0	0	40.35
Scaffolds_771	22208	0.4733	0	2.678	no-hit	0	0	47.33
Scaffolds_772	6699	0.6247	0	0.0217	no-hit	0	0	62.47
Scaffolds_773	77169	0.5165	0	4.5677	Proteobacteria	479	0	51.65
Scaffolds_774	5668	0.4118	0	3.1389	Proteobacteria	145	0	41.18
Scaffolds_775	20227	0.5716	0	2.7716	no-hit	0	0	57.16
Scaffolds_776	22306	0.3823	0	5.4985	no-hit	0	0	38.23
Scaffolds_777	5608	0.3474	0	0.0518	Bacteroidetes	1349	0	34.74
Scaffolds_778	14977	0.5976	0	3.8692	Proteobacteria	6652	0	59.76
Scaffolds_779	6676	0.3993	0	10.4096	no-hit	0	0	39.93
Scaffolds_780	4968	0.5628	0	9.9542	Proteobacteria	826	0	56.28
Scaffolds_781	459127	0.3848	0	23.5744	no-hit	0	0	38.48
Scaffolds_782	45974	0.6454	0	31.2194	no-hit	0	0	64.54
Scaffolds_783	4717	0.4942	0	1.17	no-hit	0	0	49.42
Scaffolds_784	10899	0.3687	0	0.0933	Bacteroidetes	1378	0	36.87
Scaffolds_785	36690	0.3559	0	0.0614	Bacteroidetes	3720	0	35.59
Scaffolds_786	27621	0.3531	0	0.0342	Bacteroidetes	1868	0	35.31
Scaffolds_787	21765	0.5855	0	2.6024	Proteobacteria	532	0	58.55
Scaffolds_788	7998	0.5999	0	3.7135	Proteobacteria	1958	0	59.99
Scaffolds_789	8280	0.7332	0	39.3694	Proteobacteria	211	0	73.32
Scaffolds_790	7554	0.6101	0	0.0192	Proteobacteria	287	0	61.01
Scaffolds_791	4425	0.3939	0	0.1477	no-hit	0	0	39.39
Scaffolds_792	16881	0.5931	0	4.3791	Proteobacteria	2734	0	59.31
Scaffolds_793	4570	0.5641	0	1.7161	Proteobacteria	150	0	56.41
Scaffolds_794	7964	0.332	0	0.0182	Bacteroidetes	2124	0	33.2
Scaffolds_795	4481	0.5912	0	3.3383	Proteobacteria	2658	0	59.12
Scaffolds_796	7898	0.6478	0	22.2964	no-hit	0	0	64.78
Scaffolds_797	8498	0.3731	0	0.0342	no-hit	0	0	37.31
Scaffolds_798	6058	0.3665	0	0.024	no-hit	0	0	36.65
Scaffolds_799	10554	0.4203	0	0.0413	no-hit	0	0	42.03
Scaffolds_800	6706	0.7613	0	0.0866	no-hit	0	0	76.13
Scaffolds_801	8680	0.6058	0	3.5054	Proteobacteria	4030	0	60.58
Scaffolds_802	9636	0.5604	0	0.0075	Proteobacteria	542	0	56.04
Scaffolds_803	14029	0.5939	0	0.0983	Proteobacteria	717	0	59.39
Scaffolds_804	5943	0.4309	0	4.1544	no-hit	0	0	43.09
Scaffolds_805	8012	0.6167	0	4.1964	Proteobacteria	3910	0	61.67
Scaffolds_806	4206	0.6384	0	0.4316	no-hit	0	0	63.84
Scaffolds_807	14331	0.3924	0	3.5825	no-hit	0	0	39.24
Scaffolds_808	21934	0.3651	0	0.0463	Bacteroidetes	2180	0	36.51
Scaffolds_809	13756	0.5771	0	4.107	Proteobacteria	5827	0	57.71
Scaffolds_810	12631	0.5829	0	9.2388	Proteobacteria	209	0	58.29
Scaffolds_811	10486	0.5833	0	3.7604	Proteobacteria	172	0	58.33
Scaffolds_812	6343	0.3788	0	0.0458	no-hit	0	0	37.88
Scaffolds_813	5780	0.6308	0	0.0503	Proteobacteria	514	0	63.08
Scaffolds_814	851675	0.3835	0	18.352	no-hit	0	0	38.35
Scaffolds_815	3444	0.3339	0	0.5482	no-hit	0	0	33.39
Scaffolds_816	4512	0.3398	0	0	Bacteroidetes	2226	0	33.98
Scaffolds_817	9762	0.6118	0	3.2507	Proteobacteria	2287	0	61.18
Scaffolds_818	3371	0.6583	0	18.2459	Proteobacteria	285	0	65.83
Scaffolds_819	17309	0.493	0	7.9082	no-hit	0	0	49.3
Scaffolds_820	25023	0.5869	0	4.1006	Proteobacteria	4643	0	58.69
Scaffolds_821	4886	0.6474	0	0.0297	Proteobacteria	244	0	64.74
Scaffolds_822	1207315	0.4518	0	12.5081	Proteobacteria	2796	0	45.18
Scaffolds_823	21959	0.6371	0	13.0161	Proteobacteria	357	0	63.71
Scaffolds_824	15944	0.5989	0	4.4042	Proteobacteria	7522	0	59.89
Scaffolds_825	11013	0.5608	0	3.62	Proteobacteria	5670	0	56.08
Scaffolds_826	8024	0.5451	0	0.0181	no-hit	0	0	54.51
Scaffolds_827	461187	0.4761	0	0.142	Chlamydiae	370	0	47.61
Scaffolds_828	6186	0.3332	0	0	Bacteroidetes	776	0	33.32
Scaffolds_829	8349	0.3774	0	0.0348	Bacteroidetes	147	0	37.74
Scaffolds_830	57414	0.3911	0	11.8233	Chordata	603	0	39.11
Scaffolds_831	5329	0.6211	0	2.848	no-hit	0	0	62.11
Scaffolds_832	31210	0.3462	0	0.0698	Bacteroidetes	2543	0	34.62
Scaffolds_833	20848	0.4895	0	3.1523	no-hit	0	0	48.95
Scaffolds_834	26287	0.3507	0	16.8014	no-hit	0	0	35.07
Scaffolds_835	8846	0.4691	0	0.2627	no-hit	0	0	46.91
Scaffolds_836	9925	0.6144	0	23.4936	Proteobacteria	357	0	61.44
Scaffolds_837	5309	0.3665	0	0.0274	Bacteroidetes	348	0	36.65
Scaffolds_838	3122	0.2329	0	2.1399	no-hit	0	0	23.29
Scaffolds_839	10961	0.3657	0	0.0398	Bacteroidetes	2224	0	36.57
Scaffolds_840	171420	0.4712	0	0.0983	Proteobacteria	226	0	47.12
Scaffolds_841	2616	0.263	0	0.2221	no-hit	0	0	26.3
Scaffolds_842	11017	0.3685	0	0.0527	Bacteroidetes	1105	0	36.85
Scaffolds_843	18372	0.4217	0	4.0475	no-hit	0	0	42.17
Scaffolds_844	34432	0.6039	0	2.8071	Proteobacteria	169	0	60.39
Scaffolds_845	8813	0.4687	0	4.672	no-hit	0	0	46.87
Scaffolds_846	6518	0.3656	0	0.1337	no-hit	0	0	36.56
Scaffolds_847	25914	0.6167	0	7.3251	Proteobacteria	318	0	61.67
Scaffolds_848	61915	0.3775	0	21.611	no-hit	0	0	37.75
Scaffolds_849	19320	0.3925	0	17.9664	no-hit	0	0	39.25
Scaffolds_850	12907	0.3626	0	0.1238	Bacteroidetes	1578	0	36.26
Scaffolds_851	10477	0.3725	0	9.5025	no-hit	0	0	37.25
Scaffolds_852	44261	0.4276	0	3.8752	Proteobacteria	348	0	42.76
Scaffolds_853	7738	0.4213	0	0.7601	no-hit	0	0	42.13
Scaffolds_854	42364	0.6716	0	56.3124	no-hit	0	0	67.16
Scaffolds_855	23335	0.5909	0	4.3194	Proteobacteria	1158	0	59.09
Scaffolds_856	5195	0.4483	0	6.2763	no-hit	0	0	44.83
Scaffolds_857	5053	0.5357	0	4.4263	no-hit	0	0	53.57
Scaffolds_858	20521	0.3829	0	12.1341	no-hit	0	0	38.29
Scaffolds_859	3989	0.6182	0	7.4092	no-hit	0	0	61.82
Scaffolds_860	8654	0.5913	0	3.3397	Proteobacteria	2187	0	59.13
Scaffolds_861	7625	0.6749	0	14.5425	no-hit	0	0	67.49
Scaffolds_862	6001	0.6054	0	4.7314	no-hit	0	0	60.54
Scaffolds_863	30375	0.5525	0	7.5785	Proteobacteria	207	0	55.25
Scaffolds_864	7896	0.7042	0	4.7271	no-hit	0	0	70.42
Scaffolds_865	5319	0.6024	0	0	Proteobacteria	540	0	60.24
Scaffolds_866	6088	0.5664	0	0.0477	no-hit	0	0	56.64
Scaffolds_867	105073	0.3781	0	20.8039	Arthropoda	196	0	37.81
Scaffolds_868	392066	0.3911	0	21.8832	Chordata	427	0	39.11
Scaffolds_869	6168	0.5955	0	3.7557	Proteobacteria	2250	0	59.55
Scaffolds_870	8087	0.3885	0	0.1078	no-hit	0	0	38.85
Scaffolds_871	4422	0.5274	0	0	no-hit	0	0	52.74
Scaffolds_872	5994	0.6078	0	0.0727	no-hit	0	0	60.78
Scaffolds_873	9462	0.3229	0	0.046	Bacteroidetes	427	0	32.29
Scaffolds_874	104625	0.5888	0	2.6597	Euryarchaeota	405	0	58.88
Scaffolds_875	14476	0.412	0	4.2388	Proteobacteria	520	0	41.2
Scaffolds_876	51581	0.5546	0	7.0518	Proteobacteria	4067	0	55.46
Scaffolds_877	771878	0.5874	0	0.4283	Proteobacteria	1437	0	58.74
Scaffolds_878	4258	0.3398	0	0	Bacteroidetes	1749	0	33.98
Scaffolds_879	18191	0.5231	0	4.93	no-hit	0	0	52.31
Scaffolds_880	32862	0.3789	0	9.5174	no-hit	0	0	37.89
Scaffolds_881	6887	0.6011	0	3.9751	Proteobacteria	4678	0	60.11
Scaffolds_882	7027	0.3851	0	3.1932	no-hit	0	0	38.51
Scaffolds_883	15387	0.3745	0	28.5759	no-hit	0	0	37.45
Scaffolds_884	9783	0.4536	0	2.3827	no-hit	0	0	45.36
Scaffolds_885	105712	0.4844	0	2.7079	Chlamydiae	292	0	48.44
Scaffolds_886	11095	0.4115	0	3.3183	no-hit	0	0	41.15
Scaffolds_887	20713	0.4428	0	0.0351	no-hit	0	0	44.28
Scaffolds_888	12563	0.4715	0	2.8786	no-hit	0	0	47.15
Scaffolds_889	9560	0.6574	0	10.2849	Proteobacteria	359	0	65.74
Scaffolds_890	8944	0.7147	0	2.6306	no-hit	0	0	71.47
Scaffolds_891	5354	0.4836	0	1.6276	no-hit	0	0	48.36
Scaffolds_892	5556	0.3427	0	0.1307	Bacteroidetes	281	0	34.27
Scaffolds_893	11370	0.3907	0	5.0264	no-hit	0	0	39.07
Scaffolds_894	6496	0.6332	0	53.9375	no-hit	0	0	63.32
Scaffolds_895	39947	0.4069	0	3.7757	no-hit	0	0	40.69
Scaffolds_896	15726	0.4852	0	2.4981	Bacteroidetes	161	0	48.52
Scaffolds_897	4742	0.4878	0	1.562	no-hit	0	0	48.78
Scaffolds_898	16099	0.5674	0	23.4149	no-hit	0	0	56.74
Scaffolds_899	53290	0.584	0	4.8375	Proteobacteria	5546	0	58.4
Scaffolds_900	41337	0.3846	0	12.246	no-hit	0	0	38.46
Scaffolds_901	21093	0.4186	0	4.0762	Proteobacteria	499	0	41.86
Scaffolds_902	8678	0.3827	0	0.0167	no-hit	0	0	38.27
Scaffolds_903	7053	0.4483	0	0	no-hit	0	0	44.83
Scaffolds_904	6633	0.4116	0	6.1199	no-hit	0	0	41.16
Scaffolds_905	7474	0.493	0	0.3109	no-hit	0	0	49.3
Scaffolds_906	5249	0.3492	0	0.2214	Bacteroidetes	355	0	34.92
Scaffolds_907	4974	0.3906	0	0.0292	no-hit	0	0	39.06
Scaffolds_908	14125	0.6927	0	11.4851	Proteobacteria	568	0	69.27
Scaffolds_909	29325	0.5576	0	6.9584	Proteobacteria	1142	0	55.76
Scaffolds_910	12181	0.5736	0	0.0119	no-hit	0	0	57.36
Scaffolds_911	17379	0.6676	0	8.0143	Proteobacteria	207	0	66.76
Scaffolds_912	8220	0.3689	0	0.0707	Bacteroidetes	2292	0	36.89
Scaffolds_913	14852	0.4333	0	0.0978	no-hit	0	0	43.33
Scaffolds_914	194764	0.3796	0	18.0059	no-hit	0	0	37.96
Scaffolds_915	56904	0.4591	0	6.9435	Proteobacteria	163	0	45.91
Scaffolds_916	23304	0.3817	0	0.0654	Chlamydiae	172	0	38.17
Scaffolds_917	37883	0.6627	0	8.9192	Proteobacteria	272	0	66.27
Scaffolds_918	6557	0.3195	0	0.1329	Bacteroidetes	250	0	31.95
Scaffolds_919	18351	0.3597	0	0.0554	Bacteroidetes	1923	0	35.97
Scaffolds_920	7116	0.345	0	0.0816	Bacteroidetes	737	0	34.5
Scaffolds_921	20530	0.517	0	6.3987	Proteobacteria	852	0	51.7
Scaffolds_922	9830	0.5162	0	4.5284	Proteobacteria	152	0	51.62
Scaffolds_923	10006	0.6937	0	1.3063	no-hit	0	0	69.37
Scaffolds_924	6965	0.3352	0	0.1043	no-hit	0	0	33.52
Scaffolds_925	14182	0.3518	0	0.0819	Bacteroidetes	1681	0	35.18
Scaffolds_926	14987	0.5084	0	15.602	Proteobacteria	525	0	50.84
Scaffolds_927	5742	0.3871	0	13.5952	no-hit	0	0	38.71
Scaffolds_928	11751	0.4189	0	3.6584	no-hit	0	0	41.89
Scaffolds_929	74792	0.604	0	0.0922	Proteobacteria	2257	0	60.4
Scaffolds_930	10938	0.3827	0	0.405	Proteobacteria	1079	0	38.27
Scaffolds_931	13604	0.6073	0	0.016	Proteobacteria	414	0	60.73
Scaffolds_932	5043	0.6744	0	0.0864	Proteobacteria	172	0	67.44
Scaffolds_933	9125	0.3628	0	0.0477	Bacteroidetes	496	0	36.28
Scaffolds_934	43225	0.5773	0	2.6846	Proteobacteria	152	0	57.73
Scaffolds_935	23089	0.4872	0	2.3966	no-hit	0	0	48.72
Scaffolds_936	6639	0.5493	0	4.8455	Proteobacteria	1109	0	54.93
Scaffolds_937	5783	0.3699	0	0.0251	no-hit	0	0	36.99
Scaffolds_938	4508	0.3831	0	0.0322	Bacteroidetes	1138	0	38.31
Scaffolds_939	9575	0.5765	0	3.7996	Proteobacteria	3317	0	57.65
Scaffolds_940	2190704	0.6943	0	22.4095	Proteobacteria	3151	0	69.43
Scaffolds_941	30778	0.3777	0	20.3002	no-hit	0	0	37.77
Scaffolds_942	5355	0.6373	0	0.1085	Proteobacteria	424	0	63.73
Scaffolds_943	4742	0.6094	0	0.1072	no-hit	0	0	60.94
Scaffolds_944	7955	0.607	0	3.7336	Proteobacteria	4460	0	60.7
Scaffolds_945	4938	0.6134	0	0.0294	no-hit	0	0	61.34
Scaffolds_946	6005	0.3077	0	0.0484	no-hit	0	0	30.77
Scaffolds_947	78867	0.6061	0	3.1241	Proteobacteria	682	0	60.61
Scaffolds_948	65955	0.6042	0	0.098	Proteobacteria	34635	0	60.42
Scaffolds_949	12696	0.5534	0	2.6597	Proteobacteria	145	0	55.34
Scaffolds_950	6721	0.3669	0	0.1297	no-hit	0	0	36.69
Scaffolds_951	18860	0.3543	0	0.077	Bacteroidetes	859	0	35.43
Scaffolds_952	364443	0.6377	0	26.0528	Proteobacteria	1260	0	63.77
Scaffolds_953	15327	0.3426	0	0.0474	Bacteroidetes	2078	0	34.26
Scaffolds_954	4789	0.4876	0	0	no-hit	0	0	48.76
Scaffolds_955	12521	0.4432	0	4.1351	no-hit	0	0	44.32
Scaffolds_956	14830	0.4703	0	0.0196	no-hit	0	0	47.03
Scaffolds_957	7945	0.5358	0	4.1953	Proteobacteria	763	0	53.58
Scaffolds_958	4696	0.5581	0	7.3916	Proteobacteria	169	0	55.81
Scaffolds_959	5100	0.3869	0	0.0427	no-hit	0	0	38.69
Scaffolds_960	4568	0.4475	0	5.548	no-hit	0	0	44.75
Scaffolds_961	734429	0.6997	0	20.6506	Proteobacteria	2551	0	69.97
Scaffolds_962	26670	0.5357	0	7.7981	no-hit	0	0	53.57
Scaffolds_963	14657	0.3613	0	0.0297	Bacteroidetes	643	0	36.13
Scaffolds_964	7326	0.3774	0	0.0198	Bacteroidetes	1027	0	37.74
Scaffolds_965	21368	0.5308	0	9.3354	no-hit	0	0	53.08
Scaffolds_966	10744	0.3499	0	0.027	Bacteroidetes	941	0	34.99
Scaffolds_967	5223	0.6295	0	0.0556	no-hit	0	0	62.95
Scaffolds_968	5200	0.581	0	3.6169	Proteobacteria	1814	0	58.1
Scaffolds_969	14665	0.3591	0	0.0198	Bacteria-undef	928	0	35.91
Scaffolds_970	3394	0.5301	0	11.1472	no-hit	0	0	53.01
Scaffolds_971	10742	0.3786	0	13.4459	no-hit	0	0	37.86
Scaffolds_972	10761	0.386	0	13.1927	no-hit	0	0	38.6
Scaffolds_973	43652	0.6862	0	9.5205	Proteobacteria	1648	0	68.62
Scaffolds_974	17380	0.589	0	4.3328	Proteobacteria	6661	0	58.9
Scaffolds_975	11238	0.3385	0	0.0258	Bacteroidetes	521	0	33.85
Scaffolds_976	12528	0.3581	0	0.0116	Bacteroidetes	785	0	35.81
Scaffolds_977	7787	0.3896	0	10.3792	no-hit	0	0	38.96
Scaffolds_978	5410	0.5246	0	4.0403	no-hit	0	0	52.46
Scaffolds_979	52406	0.4269	0	0.0679	no-hit	0	0	42.69
Scaffolds_980	21367	0.267	0	1.458	no-hit	0	0	26.7
Scaffolds_981	151557	0.6887	0	20.8733	Proteobacteria	5110	0	68.87
Scaffolds_982	131873	0.3955	0	19.6063	no-hit	0	0	39.55
Scaffolds_983	10416	0.3471	0	0.0418	Bacteria-undef	169	0	34.71
Scaffolds_984	276524	0.6723	0	19.4708	Proteobacteria	1572	0	67.23
Scaffolds_985	16279	0.3413	0	0.9011	no-hit	0	0	34.13
Scaffolds_986	26647	0.5461	0	5.6874	Proteobacteria	3960	0	54.61
Scaffolds_987	67846	0.3754	0	14.626	no-hit	0	0	37.54
Scaffolds_988	227786	0.5953	0	0.1737	Proteobacteria	7522	0	59.53
Scaffolds_989	7202	0.3685	0	0.0605	Bacteroidetes	1690	0	36.85
Scaffolds_990	15371	0.6302	0	11.1824	Proteobacteria	3528	0	63.02
Scaffolds_991	9209	0.3614	0	0.0158	Bacteroidetes	1149	0	36.14
Scaffolds_992	16653	0.3604	0	0.061	Bacteroidetes	830	0	36.04
Scaffolds_993	8134	0.5757	0	7.4278	Proteobacteria	357	0	57.57
Scaffolds_994	13653	0.3701	0	6.1379	no-hit	0	0	37.01
Scaffolds_995	5084	0.3582	0	0.0286	no-hit	0	0	35.82
Scaffolds_996	7962	0.3652	0	3.4019	no-hit	0	0	36.52
Scaffolds_997	4797	0.3667	0	0.1514	no-hit	0	0	36.67
Scaffolds_998	103824	0.6184	0	106.1526	Proteobacteria	1094	0	61.84
Scaffolds_999	4570	0.6352	0	5.0053	no-hit	0	0	63.52
Scaffolds_1000	9834	0.61	0	2.5624	no-hit	0	0	61
Scaffolds_1001	4445	0.6331	0	1.1599	no-hit	0	0	63.31
Scaffolds_1002	4629	0.3746	0	0.1569	no-hit	0	0	37.46
Scaffolds_1003	5862	0.7247	0	7.5937	no-hit	0	0	72.47
Scaffolds_1004	14993	0.3984	0	9.5464	no-hit	0	0	39.84
Scaffolds_1005	10773	0.3567	0	0.027	Bacteroidetes	1749	0	35.67
Scaffolds_1006	6908	0.7587	0	1.3035	no-hit	0	0	75.87
Scaffolds_1007	13975	0.4748	0	7.0097	no-hit	0	0	47.48
Scaffolds_1008	7990	0.3439	0	0	no-hit	0	0	34.39
Scaffolds_1009	14825	0.2142	0	0.9258	no-hit	0	0	21.42
Scaffolds_1010	6278	0.3726	0	25.9099	no-hit	0	0	37.26
Scaffolds_1011	9039	0.5953	0	0.1767	Proteobacteria	315	0	59.53
Scaffolds_1012	9635	0.5812	0	0.0603	no-hit	0	0	58.12
Scaffolds_1013	32210	0.5844	0	4.1753	Proteobacteria	4104	0	58.44
Scaffolds_1014	7549	0.6906	0	9.0808	Proteobacteria	695	0	69.06
Scaffolds_1015	4975	0.3855	0	0.0584	no-hit	0	0	38.55
Scaffolds_1016	27895	0.4739	0	0.3592	no-hit	0	0	47.39
Scaffolds_1017	55886	0.4825	0	3.0587	no-hit	0	0	48.25
Scaffolds_1018	1467593	0.3837	0	49.2965	Bacteria-undef	2067	0	38.37
Scaffolds_1019	6143	0.3433	0	0	Bacteroidetes	176	0	34.33
Scaffolds_1020	11958	0.5975	0	4.1173	Proteobacteria	2663	0	59.75
Scaffolds_1021	4819	0.3578	0	3.3754	no-hit	0	0	35.78
Scaffolds_1022	5704	0.6182	0	4.5577	Proteobacteria	3459	0	61.82
Scaffolds_1023	6838	0.3383	0	0.0637	Bacteroidetes	697	0	33.83
Scaffolds_1024	49710	0.4784	0	2.8106	no-hit	0	0	47.84
Scaffolds_1025	13292	0.6722	0	7.2442	Proteobacteria	959	0	67.22
Scaffolds_1026	5678	0.5824	0	0.1279	Proteobacteria	357	0	58.24
Scaffolds_1027	6120	0.5639	0	7.4872	no-hit	0	0	56.39
Scaffolds_1028	5729	0.5479	0	4.6392	no-hit	0	0	54.79
Scaffolds_1029	14149	0.5075	0	7.1442	Proteobacteria	1077	0	50.75
Scaffolds_1030	7122	0.5987	0	3.273	Proteobacteria	272	0	59.87
Scaffolds_1031	10068	0.5589	0	2.4235	Proteobacteria	337	0	55.89
Scaffolds_1032	6315	0.3569	0	0.1495	Bacteroidetes	3055	0	35.69
Scaffolds_1033	7141	0.6407	0	0.183	Proteobacteria	296	0	64.07
Scaffolds_1034	4989	0.3476	0	0.1019	no-hit	0	0	34.76
Scaffolds_1035	43280	0.3766	0	10.6006	no-hit	0	0	37.66
Scaffolds_1036	7965	0.3557	0	17.368	no-hit	0	0	35.57
Scaffolds_1037	19849	0.3748	0	34.3202	no-hit	0	0	37.48
Scaffolds_1038	6720	0.3753	0	0.0216	Bacteroidetes	1919	0	37.53
Scaffolds_1039	6137	0.3942	0	6.4251	no-hit	0	0	39.42
Scaffolds_1040	4328674	0.3912	0	21.3554	Chordata	979	0	39.12
Scaffolds_1041	5488	0.7044	0	1.0586	no-hit	0	0	70.44
Scaffolds_1042	27880	0.3628	0	18.4017	no-hit	0	0	36.28
